query;name;rubrics;address;phones;whatsapp_candidate;whatsapp_confirmed;email;website;socials;rating;review_count;lat;lon;id
ремонт квартир;GulDar Group, компания по ремонту коммерческих помещений;Ремонт помещений, Ремонт зданий, Внутренние системы отопления, водоснабжения, канализации;улица Толе би, 305;+77786812931;+77786812931;yes;Guldargroup@bk.ru;http://guldargroup.satu.kz;whatsapp:https://wa.me/77786812931 telegram:https://t.me/+77786812931;5;7;43.242177;76.84133;70000001056080086_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814818319wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A1013377H3J4HHHG4H298ce
ремонт квартир;Ремонт команд, ремонт помещений;Ремонт помещений;улица Курчатова, 1Б;+77717197701;+77717197701;yes;;http://remontkomand.kz;instagram:https://instagram.com/remontkomand.kz whatsapp:https://wa.me/77717197701 telegram:https://t.me/+77717197701;4.9;43;43.253489;76.854861;70000001103935004_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A8145A3811wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A1013425H4J4HHHG4H2988d
ремонт квартир;Amanat Engineering;Ремонт помещений;проспект Аль-Фараби, 100;+77711039526;+77711039526;yes;;;instagram:https://instagram.com/amanat.engineering whatsapp:https://wa.me/77711039526;3.7;45;43.221748;76.935255;70000001099380044_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814B48315wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A10133B5H5J3HHHG3H2988b
ремонт квартир;Beton Design, студия дизайна интерьера и архитектуры;Ремонт помещений, Дизайн интерьеров, Архитектурное проектирование, Ландшафтный дизайн, Фасадные работы;улица Шевченко, 165Б;+77087707717;+77087707717;yes;;;instagram:https://instagram.com/beton.design.g facebook:https://facebook.com/beton.design.g whatsapp:https://wa.me/77087707717;;;43.243103;76.892025;70000001099768881_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814B86B99wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A10133B2H6J3HHHG3H298g7
ремонт квартир;Smart Remont, компания;Ремонт помещений;проспект Аль-Фараби, 63;+77750075959;+77750075959;yes;;http://smartremont.kz/?utm_source=2gis&utm_medium=cpc&utm_campaign=profilelink;instagram:https://instagram.com/smartremontkz whatsapp:https://wa.me/77750075959;4.8;311;43.221528;76.932915;70000001060890831_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814299394wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A1013382H7J3HHHG3H29837
ремонт квартир;Svet.kz Modern, бутик;Ремонт помещений, Светотехника, Электромонтажные работы, Электротехника, Дизайн интерьеров;улица Кабдолова, 1/8;+77018807660;+77018807660;yes;;http://svet.kz;instagram:https://instagram.com/svet.kz_abis whatsapp:https://wa.me/77018807660;5;1875;43.236888;76.844103;70000001043802009_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814590511wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A101336AH8J3HHHG3H2981b
ремонт квартир;O2-Architects, ​компания по архитектуре и дизайну интерьера;Ремонт помещений, Архитектурное проектирование, Дизайн интерьеров, Проектирование инженерных систем;проспект Назарбаева, 88;+77778460333;+77778460333;yes;;http://o2-architects.kz/;instagram:https://instagram.com/o2_architects.kz whatsapp:https://wa.me/77778460333;4.9;14;43.258693;76.946431;70000001084166370_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814626948wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A10133A1H9J3HHHG3H29876
ремонт квартир;Acapell, компания;Ремонт помещений, Мебель для кухни, Бытовая техника, Мебель на заказ, Мягкая мебель, Детская мебель, Корпусная мебель, Мебель для ванных комнат, Офисная мебель, Дизайн интерьеров, Архитектурное проектирование, Строительство бань и саун, Строительство дач и коттеджей;улица Ауэзова, 163а;+77017219324 +77272248299;+77017219324;yes;;http://acapell.kz;instagram:https://instagram.com/acapell.kz whatsapp:https://wa.me/77017219324;4.6;12;43.231004;76.903967;70000001031371234_gjsnzz1578G23H8301IG0GGGczr4pp73G6G505A814347434wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884A1013355HAJ3HHHG3H298d2
ремонт квартир;Easy Stroi Amaty, компания по установке тв-зон;Ремонт помещений, Дизайн интерьеров, Мебель для кухни, Корпусная мебель, Детская мебель, Мебель на заказ;улица Тянь-Шаньская, 26;+77473895207;+77473895207;yes;;http://tiktok.com/@easy_stroi_almaty;instagram:https://instagram.com/easy_stroi_almaty whatsapp:https://wa.me/77473895207;4.8;42;43.26915;76.964958;70000001104433951_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A8146536A6wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013422H23J1HHGJ1G49787
ремонт квартир;R&A Partners Qazaqstan, оптовая компания;Ремонт помещений, Стройматериалы, Промышленная химия, Герметики и клеи, Красящие вещества, Фасадные материалы и конструкции, Теплоизоляционные материалы, Кровельные материалы, Материалы для дорожного строительства, Звукоизоляционные материалы, Облицовочный камень, Сухие строительные смеси, Строительные блоки, Строительство дач и коттеджей, Керамогранит, Бетон и раствор, Устройство промышленных и наливных полов, Гидроизоляционные материалы, Кирпич, Кровельные работы, Крепёж, Огнеупорные материалы, Слесарно-монтажный инструмент, Фасадные работы;проспект Назарбаева, 235;+77079113787 +77086543117 +77089117037 +77079110987;+77086543117;yes;;http://www.asmaco.kz http://www.partners-qazablock.kz http://www.rapq.kz;whatsapp:https://wa.me/77086543117 whatsapp:https://wa.me/77079113787 whatsapp:https://wa.me/77089117037;4.6;18;43.230652;76.949109;70000001060436766_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814253987wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013387H24J1HHGJ1G497f3
ремонт квартир;Bakha Potolok, компания;Ремонт помещений, Натяжные потолки, Подвесные потолки, Светотехника, Дизайн интерьеров;проспект Аль-Фараби, 21 блок 3;+77784739587 +77711812329;+77784739587;yes;;http://tiktok.com/@bakha.potolok;whatsapp:https://wa.me/77784739587 instagram:https://instagram.com/bakha.potolok whatsapp:https://wa.me/77711812329;5;98;43.229496;76.941812;70000001098071424_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814A17453wpqt54657J1A6G7G1JG599G5uz9Buv7B884A10133B5H25J1HHGJ1G49725
ремонт квартир;Pinteriors, студия дизайна интерьера;Ремонт помещений, Дизайн интерьеров;проспект Серкебаева, 146/12;+77085239055;+77085239055;yes;;http://pinteriors.kz;facebook:https://facebook.com/Pinteriors.creative instagram:https://instagram.com/pinteriors_club whatsapp:https://wa.me/77085239055;5;6;43.201087;76.901741;70000001068193259_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814A29636wpqt54657J1A6G7G1JG599G5uz9Buv7B884A101338AH26J1HHGJ1G497cA
ремонт квартир;Ainn, ​выездная компания по ремонту домов, квартир и офисов;Ремонт помещений, Дизайн интерьеров;улица Каныша Сатпаева, 103/1;+77081115040;+77081115040;;;http://ainn.kz;;5;40;43.235004;76.885385;70000001111205875_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814330898wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013436H27J1HHGJ1G4978e
ремонт квартир;Эксперт Ремонта;Ремонт помещений, Дизайн интерьеров, Электромонтажные работы;улица Курчатова, 1Б;+77770007074;+77770007074;yes;;http://expertremonta.kz;instagram:https://instagram.com/expertt_remonta whatsapp:https://wa.me/77770007074;4.8;109;43.253489;76.854861;70000001081518376_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814361B48wpqt54657J1A6G7G1JG599G5uz9Buv7B884A10133A7H28J1HHGJ1G4972h
ремонт квартир;master_po_derevu.kz, мастерская;Ремонт помещений, Ремонт мебели, Ремонт окон;улица Саина, 18Б;+77001110930;+77001110930;yes;;;instagram:https://instagram.com/master_po_derevu.kz whatsapp:https://wa.me/77001110930;4.2;24;43.238406;76.840994;70000001060351503_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814245461wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013384H29J1HHGJ1G4971A
ремонт квартир;Baytak Dala, компания по проектированию и строительству магазинов, ресторанов и офисов;Ремонт помещений, Строительство административных зданий, Архитектурное проектирование, Проектирование инженерных систем;улица Жазылбека, 20;+77273440340 +77012666709;+77012666709;yes;;http://www.baytakdala.kz;instagram:https://instagram.com/baytakdala facebook:https://facebook.com/profile.php?id=61561229019440 whatsapp:https://wa.me/77012666709;5;7;43.203913;76.866368;9429940001190289_gjsnzz1578G23HA72AIG0GGGczr4pp73G6G505A8143A059Awpqt54657J1A6G7G1J2A8J2Juz9Buv7B884AA41233H28J3HHHG3H29862
ремонт квартир;Luxs Fasad Kz, магазин строительных материалов;Ремонт помещений, Декоративные отделочные материалы, Фасадные материалы и конструкции, Фасадные работы, Керамогранит;улица Акбидай, 9;+77028277655;+77028277655;yes;;;instagram:https://instagram.com/luxs_fasad_kz whatsapp:https://wa.me/77028277655;5;6;43.375704;77.007549;70000001062414379_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814451748wpqt54657J1A6G7G1JG599G5uz9Buv7B884A101338AH2BJ1HHGJ1G4976g
ремонт квартир;Idal Concept, архитектурно-дизайнерская компания;Ремонт помещений, Дизайн интерьеров, Архитектурное проектирование, Строительство дач и коттеджей, Конструкторские бюро;Богенбай батыра улица, 79;+77010703103;+77010703103;yes;;http://idal.kz/;instagram:https://instagram.com/const.lebedev whatsapp:https://wa.me/77010703103;5;11;43.254277;76.95836;70000001035552899_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A81476559Awpqt54657J1A6G7G1JG599G5uz9Buv7B884A101335AH2CJ1HHGJ1G4974h
ремонт квартир;RSGroup, компания;Ремонт помещений, Строительство дач и коттеджей, Архитектурное проектирование, Дизайн интерьеров, Строительство административных зданий;Природа улица, 15а;+77078230303;+77075005833;yes;;http://rsgroup.kz;instagram:https://instagram.com/rsgroupkz whatsapp:https://wa.me/77075005833 whatsapp:https://wa.me/77078230303;4.3;22;43.148607;76.897853;70000001037817637_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814991A74wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013358H33J1HHGJ1G497f4
ремонт квартир;Qonys Group, агентство недвижимости;Ремонт помещений, Агентства недвижимости;Атагельды Исмаилова улица, 64 к1;+77074635001;+77074635001;yes;;;instagram:https://instagram.com/qonys__group whatsapp:https://wa.me/77074635001;5;11;43.318488;77.028979;70000001114431674_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814653478wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013435H34J1HHGJ1G49779
ремонт квартир;Svet.kz Classic, бутик;Ремонт помещений, Светотехника, Электромонтажные работы, Электротехника, Дизайн интерьеров;улица Кабдолова, 1/8;+77017675547;+77018807768;yes;;http://svet.kz;instagram:https://instagram.com/svet.kz_abis whatsapp:https://wa.me/77018807768;5;1134;43.236704;76.843388;70000001017840869_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814994397wpqt54657J1A6G7G1JG599G5uz9Buv7B884A101333AH36J1HHGJ1G49787
ремонт квартир;Мир ковролина, компания;Ремонт помещений, Напольные покрытия, Укладка напольных покрытий;улица Тайманова, 43;+77780030030;+77780030030;yes;;;instagram:https://instagram.com/kovrolin_almaty_astana whatsapp:https://wa.me/77780030030;5;4;43.223905;76.947656;70000001035754856_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814785796wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013357H37J1HHGJ1G497A6
ремонт квартир;Altyn uia, строительная компания;Ремонт помещений;Ораза Жандосова улица, 98;+77788637118;+77788637118;yes;;;instagram:https://instagram.com/altyn_uy whatsapp:https://wa.me/77788637118;;;43.219596;76.880092;70000001102358715_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814445B82wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013426H38J1HHGJ1G497AC
ремонт квартир;Lux-Строй-А, проектно-строительная компания;Ремонт помещений, Снос зданий, Дизайн интерьеров, Строительство административных зданий;улица Прокофьева, 144;+77272257521;+77272257521;;;http://luxstroy.kz;;;;43.243179;76.875902;9429940001554338_gjsnzz1578G23HA72AIG0GGGczr4pp73G6G505A814764649wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884AA41233H37J3HHHG3H2982b
ремонт квартир;GRIS Design Friends home, компания;Ремонт помещений, Декоративные отделочные материалы;Керей-Жанибек хандар улица, 69/2;+77019148771 +77273873618 +77272255039;+77019148771;;;http://gris.kz;instagram:https://instagram.com/gris.design;5;1;43.195975;76.972198;70000001025872374_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814797548wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013345H3AJ1HHGJ1G497fe
ремонт квартир;Bodos, ​компания по ремонту и отделке помещений;Ремонт помещений, Фасадные работы, Архитектурное проектирование, Дизайн интерьеров, Ремонт зданий;Сапаргали Бегалина улица, 11;+77003700009 +77081115040;+77081115040;yes;;http://bodos.kz http://jivo.chat/B2hY7kFtu1;instagram:https://instagram.com/bodos.kz whatsapp:https://wa.me/77081115040 telegram:https://t.me/+77081115040;5;7;43.255525;76.965303;70000001110179396_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814227C4Awpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013437H3BJ1HHGJ1G4972i
ремонт квартир;BSdesign, студия дизайна интерьера;Ремонт помещений, Дизайн интерьеров;улица Кунаева, 43;+77081950124 +77058168719;+77058168719;yes;;http://bsdesign.kz;whatsapp:https://wa.me/77058168719 telegram:https://t.me/bsdesignkz;5;20;43.262638;76.948964;70000001098975674_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814AA7878wpqt54657J1A6G7G1JG599G5uz9Buv7B884A10133B5H3CJ1HHGJ1G49788
ремонт квартир;Дом Мастеров, компания по ремонту офисов и коммерческих помещений;Ремонт помещений, Дизайн интерьеров, Архитектурное проектирование;улица Абулхайр-хан, 22;+77017805717;+77017805717;yes;;http://dommasterov.kz;instagram:https://instagram.com/dommasterov.kz facebook:https://facebook.com/dommasterov.design whatsapp:https://wa.me/77017805717;4.9;37;43.185138;76.901195;70000001025355776_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814745888wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013347H44J1HHGJ1G4974C
ремонт квартир;Gulvira group, дизайнерская студия;Ремонт помещений, Дизайн интерьеров, Ландшафтный дизайн, Архитектурное проектирование;проспект Абая, 151;+77761234381 +77761234379;+77761234381;yes;;;instagram:https://instagram.com/gulvira_group_almaty whatsapp:https://wa.me/77761234381;5;14;43.239373;76.891799;70000001103737106_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814583A21wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013427H45J1HHGJ1G49758
ремонт квартир;My Way, дизайн-студия;Ремонт помещений, Дизайн интерьеров;улица Камар сулу, 64а;+77018533333 +77018334400;+77018533333;yes;;http://mywaydesign.kz;instagram:https://instagram.com/myway_design_studio whatsapp:https://wa.me/77018533333 whatsapp:https://wa.me/77018334400;5;8;43.252088;76.972799;70000001034325682_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814642879wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013353H46J1HHGJ1G49756
ремонт квартир;Прима-Н, компания;Ремонт помещений, Архитектурное проектирование, Ремонт зданий, Строительство административных зданий, Металлоконструкции для строительства;Бауыржан Момышулы улица, 199;+77776668643 +77021555389 +77273980206 +77273980208;+77776668643;yes;;http://www.prima-n.net;whatsapp:https://wa.me/77776668643 whatsapp:https://wa.me/77021555389;4.9;29;43.38926;76.934903;9429940001594448_gjsnzz1578G23HA72AIG0GGGczr4pp73G6G505A8147A4759wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884AA41233H45J3HHHG3H298fg
ремонт квартир;Alash Medikal, компания по ремонту медицинских помещений;Ремонт помещений;улица Кокозек, 435;+77472897485 +77776872339;+77472897485;yes;;http://alashmedikal.kz;whatsapp:https://wa.me/77472897485 whatsapp:https://wa.me/77776872339;5;1;43.357627;76.776824;70000001058919912_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814AA1CA2wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013373H48J1HHGJ1G49756
ремонт квартир;Ursa Studio, студия дизайна интерьера;Ремонт помещений, Дизайн интерьеров, Застройщики, Архитектурное проектирование, Мебель на заказ;Байзакова улица, 280;+77002101030;+77002101030;yes;;http://ursaarchitects.com;instagram:https://instagram.com/ursastudio whatsapp:https://wa.me/77002101030 telegram:https://t.me/ursastudio telegram:https://t.me/ursa_studio;4.9;41;43.236821;76.914977;70000001083985197_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A8145A882Awpqt54657J1A6G7G1JG599G5uz9Buv7B884A10133A8H49J1HHGJ1G497g8
ремонт квартир;RN Kaz building, строительная компания;Ремонт помещений, Дизайн интерьеров, Металлоконструкции для строительства, Окна, Строительство административных зданий;4-й микрорайон, 10а;+77471114178 +77787778389;+77787778389;yes;;;instagram:https://instagram.com/rn_kaz_building whatsapp:https://wa.me/77787778389 whatsapp:https://wa.me/77471114178;5;2;43.225487;76.859943;70000001104973181_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A8146A7629wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013422H4AJ1HHGJ1G49797
ремонт квартир;Алматыжилстрой, строительно-ремонтная компания;Ремонт помещений, Застройщики, Строительство административных зданий, Ремонт зданий, Строительство АЗС;Ораза Жандосова улица, 24;+77272740488 +77272747733;+77272740488;;;http://www.ajs.almatykurylys.kz;;;;43.23434;76.906737;9429940000792355_gjsnzz1578G23HA72AIG0GGGczr4pp73G6G505A8149A2666wpqt54657J1A6G7G1J2A8J2Juz9Buv7B884AA41232H49J3HHHG3H298A7
ремонт квартир;Abi group, многопрофильная компания;Ремонт помещений, Строительство административных зданий, Дизайн интерьеров, Ремонт зданий, Строительство дач и коттеджей;улица Егизбаева, 52;+77078183480;+77078183480;yes;;http://abigroup.kz;instagram:https://instagram.com/abigroup_kz facebook:https://facebook.com/abigroupkz whatsapp:https://wa.me/77078183480;2.6;11;43.23136;76.886349;70000001033908043_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A8145A0B15wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013354H4CJ1HHGJ1G497cC
ремонт квартир;Kio Group, компания;Ремонт помещений, Дизайн интерьеров, Ландшафтный дизайн;проспект Жибек Жолы, 135;+77071127030;+77071127030;yes;;http://kiogroup.kz;instagram:https://instagram.com/kio.group whatsapp:https://wa.me/77071127030;5;1;43.261602;76.929286;70000001113498808_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814559B91wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013439H53J1HHGJ1G497b5
ремонт квартир;AS group, компания;Ремонт помещений, Дизайн интерьеров;улица Ауэзова, 14а;+77473817707;+77473817707;yes;;;whatsapp:https://wa.me/77473817707;1;1;43.253558;76.902611;70000001045795318_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814789842wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013369H54J1HHGJ1G4979g
ремонт квартир;Next Design, студия дизайна интерьера;Ремонт помещений, Дизайн интерьеров;улица Радостовца, 323а;+77077172320 +77476541288;+77077172320;yes;;http://www.nextdesign.kz;instagram:https://instagram.com/victoria_interiordesign.kz whatsapp:https://wa.me/77077172320;4.9;35;43.209263;76.895821;70000001077394374_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814949748wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013395H55J1HHGJ1G4972e
ремонт квартир;Remont Garant, ​компания по ремонту и отделке помещений;Ремонт помещений;улица Тимирязева, 42 к15;+77070700081;+77070700081;yes;;http://remont-garant.kz;instagram:https://instagram.com/remontgarant.kz whatsapp:https://wa.me/77070700081;;;43.217744;76.905143;70000001116893114_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814899622wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013435H56J1HHGJ1G497A7
ремонт квартир;Vip remont almaty, компания по ремонту и отделке помещений;Ремонт помещений;улица Тимирязева, 42 пав16;+77478068122;+77478068122;;;;instagram:https://instagram.com/vipremont.almaty facebook:https://facebook.com/V.I.PRemontAlmaty telegram:https://t.me/+77478068122;4.8;21;43.223229;76.909547;70000001090562721_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814266583wpqt54657J1A6G7G1JG599G5uz9Buv7B884A10133B2H57J1HHGJ1G497b6
ремонт квартир;Ladom, компания;Ремонт помещений, Кованые изделия;проспект Райымбека, 223е/1;+77079072245;+77079072245;;;http://tiktok.com/@ladom_reshetki;instagram:https://instagram.com/ladom_reshetki;;;43.271442;76.916127;70000001104552707_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814665581wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013428H58J1HHGJ1G4979A
ремонт квартир;TT Master Group, выездная компания по ремонту квартир;Ремонт помещений;;+77770951088;+77770951088;yes;;http://ttmaster.kz;instagram:https://instagram.com/ttmaster.kz whatsapp:https://wa.me/77770951088;5;11;;;70000001115173579_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814727668wpqt54657J1A6G7G1JG599G5uz9Buv7B884A101343AH59J1HHGJ1G4971h
ремонт квартир;Qadamstroi.kz, компания;Ремонт помещений, Стройматериалы, Электроинструмент;улица Москвина, 41Б;+77083339970;+77083339970;yes;;;instagram:https://instagram.com/qadamstroi.kz whatsapp:https://wa.me/77083339970;5;3;43.281443;76.892368;70000001082894137_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814499724wpqt54657J1A6G7G1JG599G5uz9Buv7B884A10133A8H5AJ1HHGJ1G497ef
ремонт квартир;G.A.S. Construction, строительная компания;Ремонт помещений, Застройщики, Строительство дач и коттеджей, Ремонт зданий;проспект Аль-Фараби, 116/25;+77753199207;+77753199207;yes;;http://annagela.kz;instagram:https://instagram.com/gas.construction_ whatsapp:https://wa.me/77753199207;5;1;43.214933;76.939935;70000001065924750_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A8147A2786wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013381H5BJ1HHGJ1G4979i
ремонт квартир;Diamir Interiors, бюро архитектуры и дизайна интерьера;Ремонт помещений, Архитектурное проектирование, Ландшафтный дизайн, Дизайн интерьеров, Проектирование инженерных систем;улица Баишева, 3а;+77077370722;+77029840303;yes;;http://diamir-interiors.com/;instagram:https://instagram.com/diamir.interiors whatsapp:https://wa.me/77029840303;;;43.265501;76.959384;70000001109956668_gjsnzz1578G23H8301IGG0GGczr4pp73G6G505A814BA5977wpqt54657J1A6G7G1JG599G5uz9Buv7B884A1013429H5CJ1HHGJ1G49715
ремонт квартир;MAC Partners, компания по архитектуре и дизайну интерьера;Ремонт помещений, Архитектурное проектирование, Дизайн интерьеров;улица Маметовой, 76а;+77003606000 +77025000756;+77003606000;yes;;http://macpartners.kz;instagram:https://instagram.com/mac.partners facebook:https://facebook.com/macpartners.kz whatsapp:https://wa.me/77003606000;5;1;43.26625;76.933018;70000001091408201_lp79f31578G23H83014GGG0Guks7nD73G6G505A814350B31wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133B2H234HHHGJH0I487hg
ремонт квартир;All Stroy, компания;Ремонт помещений, Дизайн интерьеров;улица Кабдолова, 2;+77066687663 +77066552842;+77066687663;yes;;;instagram:https://instagram.com/all_stroy.kz whatsapp:https://wa.me/77066687663 whatsapp:https://wa.me/77066552842;5;11;43.237828;76.85848;70000001090763991_lp79f31578G23H83014GGG0Guks7nD73G6G505A8142866AAwpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133B2H235HHHGJH0I487i4
ремонт квартир;Ai_stroy, строительный магазин;Ремонт помещений, Декоративные отделочные материалы;улица Москвина, 19/1;+77475862135;+77475862135;yes;;;whatsapp:https://wa.me/77475862135;1.1;7;43.276656;76.889699;70000001101959823_lp79f31578G23H83014GGG0Guks7nD73G6G505A8143A5C93wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A1013424H236HHHGJH0I487di
ремонт квартир;Algis LTD, проектно-монтажная компания;Ремонт помещений, Электромонтажные работы, Проектирование инженерных систем, Строительство дач и коттеджей, Фасадные работы;улица Умбетбаева, 23;+77017040420 +77772755577;+77017040420;yes;;http://www.algis.kz;instagram:https://instagram.com/algisltd whatsapp:https://wa.me/77017040420 whatsapp:https://wa.me/77772755577;5;1;43.249112;76.894599;70000001090257708_lp79f31578G23H83014GGG0Guks7nD73G6G505A814235A81wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133B9H237HHHGJH0I48757
ремонт квартир;Aspan City, магазин строительных материалов;Ремонт помещений, Стройматериалы, Напольные покрытия, Межкомнатные двери, Обои, Декоративные отделочные материалы, Сантехника, Сухие строительные смеси;Алматинская улица, 110;+77470632596;+77470632596;yes;;;instagram:https://instagram.com/aspancity110 whatsapp:https://wa.me/77470632596 telegram:https://t.me/+77470632596;5;7;43.40543;77.011673;70000001098839029_lp79f31578G23H83014GGG0Guks7nD73G6G505A814A93C13wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133BAH238HHHGJH0I4878e
ремонт квартир;Kagan Group, производственная компания;Ремонт помещений, Сценические декорации и бутафория, Мягкая мебель, Изготовление рекламных конструкций, Мебель на заказ, Металлоизделия, Художественные мастерские, Дизайн рекламы, Мебель для кухни, Офисная мебель, Металлоконструкции для строительства, Кованые изделия, Декоративные отделочные материалы, Реставрация исторических памятников;Центральная улица, 16;+77089042527;+77089042527;yes;;;instagram:https://instagram.com/kagan_group whatsapp:https://wa.me/77089042527;;;43.315986;76.847687;70000001082051354_lp79f31578G23H83014GGG0Guks7nD73G6G505A814415446wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133A5H239HHHGJH0I4873B
ремонт квартир;Jondeu Studio, компания по ремонту и дизайну помещений;Ремонт помещений, Дизайн интерьеров, Мебель на заказ, Корпусная мебель;улица Пушкина, 50;+77000777811 +77770016000 +77066069029;+77000777811;yes;;;instagram:https://instagram.com/jondeu.studio whatsapp:https://wa.me/77000777811 whatsapp:https://wa.me/77770016000 whatsapp:https://wa.me/77066069029;4.4;12;43.254509;76.954066;70000001090284494_lp79f31578G23H83014GGG0Guks7nD73G6G505A81423875Awpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133B5H23AHHHGJH0I48744
ремонт квартир;Aq Shanyraq, выездная торгово-сервисная компания;Ремонт помещений, Натяжные потолки, Ремонт зданий, Электромонтажные работы, Застройщики;улица Толе би, 266;+77754444405;+77754444405;yes;;;instagram:https://instagram.com/aq_shanyraq_almaty whatsapp:https://wa.me/77754444405;;;43.249802;76.877107;70000001095474383_lp79f31578G23H83014GGG0Guks7nD73G6G505A814757749wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133B4H23BHHHGJH0I487eC
ремонт квартир;Panorama Remonta, проектно-строительная компания;Ремонт помещений, Строительство административных зданий, Дизайн интерьеров, Строительство дач и коттеджей, Ремонт зданий;проспект Назарбаева, 103;+77784999799;+77784999799;yes;;;instagram:https://instagram.com/panorama_remonta_kz whatsapp:https://wa.me/77784999799;5;4;43.257805;76.945751;70000001089716843_lp79f31578G23H83014GGG0Guks7nD73G6G505A814B81995wpqt54658J1A7G7G2J0J4A6JekBAuv7B884A10133A4H23CHHHGJH0I48777
